Sheridan Road Climb,Lakefront : south blvd to Greenleaf,Lee to Hamilton 400m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,Lakefront : south blvd to Greenleaf,Vendra 2 - Evanston Beach,Northwestern - Lakefront Northbound,Lakefill South (running north),Lee to Hamilton 400m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Custer/South Blvd Saunter,NU sheridan Rd,Vendra 1 - Evanston Beach,Lake Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vendra 1 - Evanston Beach,Vendra 2 - Evanston Beach,Lee to Hamilton 400m,Lake Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,Lakefront : south blvd to Greenleaf,Arrington Lagoon Loop,Lee to Hamilton 400m,Dawes Park 400m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,Lakefront : south blvd to Greenleaf,Arrington Lagoon Loop,Hamilton to Lee 400m,Lee to Hamilton 400m,Dawes Park 400m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canal to Sheridan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lakeshore pedestrian path, Addison to Aldine",Lake Shore (Irving to Roscoe),Downhill Belmont Harbor,Diversey Bridge to Belmont Harbor,Lake Front - South Lagoon,quick mile,Roscoe to Castaway,Kudos to Electrolytes,Lake Front Sandy Path,Fullerton water fountain to Castaways loop,New Fullerton Path,N. Ave Bridge to Belmont Sign,Div to Belmont Sprint.,"Lakeshore pedestrian path, Barry to Addison",Recreation Drive Sprint,Belmont Harbor to Irving Park Rd,Tennis Court Tree Lines,Belmont to Second Flagpole,Brooks Best Fest Chicago,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,Lakefront : south blvd to Greenleaf,Vendra 2 - Evanston Beach,Northwestern - Lakefront Northbound,Lee to Hamilton 400m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rounding Calvary Cemetery - North,Lakefront : south blvd to Greenleaf,Vendra 2 - Evanston Beach,Northwestern - Lakefront Northbound,NU outer lake,Northwestern - Lakefront Southbound,Vendra 1 - Evanston Beach,Lee to Hamilton 400m,Dawes Park 400m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,Rounding Calvary Cemetery - South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shedd Shot South,Waldron to East Tunnel,McCormick Place Sprint,Lakefront Trail - Field Museum to I55,F3-5K-Mile2,33rd to 37th - path along LSD,39th Street Beach,Morgan Point Hill southbound,Shipwreck beach to the top of 47th st,Meghan Point to Burnham Park (Oakland shoal!),McCormick Place Sprint North,Pershing Point- N end of McCormick,Dockside Sprint,F3-5K-Mile3,Uphill Harbor Haul,Shedd Shot North,Waldron and around Shedd,Lakefront Trail - I55 to Field Museum,chi south maf,The Lunch Run Stride,Burnham to Monroe Harbor,Home Stretch - Chicago Spring Half Marathon,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,Rounding Calvary Cemetery - South,Rounding Calvary Cemetery - North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilson track lap,Wilson track lap,Wilson track lap,Wilson track lap,Wilson track lap,Wilson track lap,Wilson track lap,Wilson track lap,Wilson track lap,Wilson track lap,Wilson track lap,Wilson track lap,Wilson track lap,Wilson track lap,Wilson track lap,Wilson Track Mile ,Wilson Track Mile ,Wilson Track Mile ,,,,,,,,,,,,,,,,,,,,,,,
Norwestern - Sheridan (running north),Sheridan Rd to SPAC,Lakefill South,Northwestern - Lakefront Southbound,Norwestern - Sheridan (running north),Sheridan Rd to SPAC,Lakefill South,Stoplight Dash,Stoplight Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NU sheridan Rd,Rounding Calvary Cemetery - South,Sheridan Hill to Gillson Park,Premium Sidewalk,Lake Dash,Prime Sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Custer/South Blvd Saunter,Vendra 1 - Evanston Beach,Lake Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,Lakefront : south blvd to Greenleaf,Vendra 2 - Evanston Beach,Northwestern - Lakefront Northbound,Lee to Hamilton 400m,Dawes Park 400m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canal to Sheridan,Sheridan Hill to Gillson Park,Premium Sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Custer/South Blvd Saunter,NU sheridan Rd,Vendra 1 - Evanston Beach,Hamilton to Lee 400m,Premium Sidewalk,Lake Dash,Prime Sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Custer/South Blvd Saunter,Vendra 1 - Evanston Beach,Lake Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruty Climb,Sanchez Serpentine Reverse,Lydiard 400 UPHILL ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Custer/South Blvd Saunter,Arrington Lagoon Loop,Dawes Park 400m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Custer/South Blvd Saunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Custer/South Blvd Saunter,Hospital 200m dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cricket Hill Up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wraparound Cricket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern - Lakefront Southbound,Vendra 1 - Evanston Beach,Hamilton to Lee 400m,SPAC BAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Custer/South Blvd Saunter,NU sheridan Rd,Vendra 1 - Evanston Beach,Lake Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,Vendra 2 - Evanston Beach,Northwestern - Lakefront Northbound,Lakefront : south blvd to Greenleaf,Heading north,NU to Bahai,Lee to Hamilton 400m,Premium Sidewalk,Dawes Park 400m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sculpture Mile - Oakton to Dempster,McCormick - Dempster to Payne,McCormick Emerson to Green Bay,Lakefill South,Northwestern Lakefront South,Northwestern - Lakefront Southbound,SPAC BAC,McCormick trail: Main to Dempster,McCormick trail: Oakton to Main,McCormick trail: Dempster to Church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakefill South,Northwestern Lakefront South,Northwestern - Lakefront Southbound,Vendra 1 - Evanston Beach,SPAC BAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vendra 1 - Evanston Beach,Hamilton to Lee 400m,Lake Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCormick Place Sprint North,Dockside Sprint,F3-5K-Mile3,Burnham Harbor North Sprint,Shedd Shot North,Lakefront Trail - I55 to Field Museum,Burnham to Monroe Harbor,Monroe Harbor Mile,lululemon - Lake Shore Drive,Lake to Columbus,to the steps,E Walton St Climb,Ohio to Oak,Oak St. to Division Underpass,N Dearborn Pkwy Climb,Kudos to Cooler Temps,Underpass to Volleyball Shack,Lake Front Sandy Path,New Fullerton Path,The Grind: 48,N. Ave Bridge to Belmont Sign,Div to Belmont Sprint.,Weav Run RACE THIS 5K CHALLENGE!,"Lakeshore pedestrian path, Barry to Addison",Belmont Harbor to Irving Park Rd,Tennis Court Tree Lines,Irving Park to Montrose,LFT 1.5/16.5-2.5/15.5,Lakefront Trail (Montrose to Lawrence),Diversey Harbor to Bryn Mawr (via LSP),Foster to Hollywood Run,Lawrence to Bryn Mawr,MT ARDMORE,Recreation Drive Sprint,Lawrence to Foster,Wilson to Lawrence,Lake Shore Curve North,Montrose to Wilson LFP,Homeward bound,,
Sheridan Road Climb,Vendra 2 - Evanston Beach,Clark St - Sheridan to Chicago,Lakefront : south blvd to Greenleaf,Lee to Hamilton 400m,Dawes Park 400m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washtenaw Hill 2 (W to E),The Long Stretch of Wastenaw,TJ's to Brockman,"Stadium, Golden to Main St",Pauline to Hill,S Main St - E Madison to E William,Stadium: Washtenaw to Packard,Main: Hoover to Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packard St - Granger to State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakefill South,Northwestern Lakefront South,Northwestern - Lakefront Southbound,Vendra 1 - Evanston Beach,SPAC BAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCormick Place Sprint North,Dockside Sprint,F3-5K-Mile3,Uphill Harbor Haul,Shedd Shot North,Waldron and around Shedd,Lakefront Trail - I55 to Field Museum,Burnham to Monroe Harbor,Monroe Harbor Mile,lululemon - Lake Shore Drive,Lake to Columbus,to the steps,E Walton St Climb,Ohio to Oak,Oak St. to Division Underpass,N Dearborn Pkwy Climb,Kudos to Cooler Temps,Underpass to Volleyball Shack,Lake Front Sandy Path,New Fullerton Path,The Grind: 48,N. Ave Bridge to Belmont Sign,Div to Belmont Sprint.,Weav Run RACE THIS 5K CHALLENGE!,"Lakeshore pedestrian path, Barry to Addison",Belmont Harbor to Irving Park Rd,Tennis Court Tree Lines,Belmont to Montrose,Irving Park to Montrose,LFT 1.5/16.5-2.5/15.5,Lakefront Trail (Montrose to Lawrence),Diversey Harbor to Bryn Mawr (via LSP),Foster to Hollywood Run,Lawrence to Bryn Mawr,MT ARDMORE,Lawrence to Foster,Wilson to Lawrence,Lake Shore Curve North,Montrose to Wilson LFP,Homeward bound,
Vendra 1 - Evanston Beach,Lake Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Granville to Beach!,Hollywood to Balmoral Run,Foster to Lawrence,LSP - Lawrence To Wilson,Foster to Addison on LFP,SkatePark > Dog Beach > SkatePark,"Lakeshore pedestrian path, Addison to Aldine",Lake Shore (Irving to Roscoe),Bryn Mawr to Belmont - Lake Shore Path,Downhill Belmont Harbor,Diversey Bridge to Belmont Harbor,Lake Front - South Lagoon,quick mile,Roscoe to Castaway,Kudos to Electrolytes,Lake Front Sandy Path,New Fullerton Path,N. Ave Bridge to Belmont Sign,Div to Belmont Sprint.,"Lakeshore pedestrian path, Barry to Addison",Belmont Harbor to Irving Park Rd,Tennis Court Tree Lines,Irving Park to Montrose,LFT 1.5/16.5-2.5/15.5,Lakefront Trail (Montrose to Lawrence),Diversey Harbor to Bryn Mawr (via LSP),Foster to Hollywood Run,Lawrence to Bryn Mawr,MT ARDMORE,Recreation Drive Sprint,Lawrence to Foster,Wilson to Lawrence,Montrose to Wilson LFP,Belmont to Second Flagpole,Brooks Best Fest Chicago,Lawrence to Wilson LFP Run,,,,,
Sheridan Road Climb,Lakefront : south blvd to Greenleaf,Lee to Hamilton 400m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,Vendra 2 - Evanston Beach,Lakefront : south blvd to Greenleaf,Lee to Hamilton 400m,Dawes Park 400m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Custer/South Blvd Saunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rounding Calvary Cemetery - South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,Northwestern - Lakefront Northbound,NU sheridan Rd,Vendra 1 - Evanston Beach,Lakefront : south blvd to Greenleaf,Lake Dash,Dawes Park 400m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Custer/South Blvd Saunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Custer/South Blvd Saunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,Vendra 2 - Evanston Beach,Northwestern - Lakefront Northbound,NU sheridan Rd,Vendra 1 - Evanston Beach,Lakefront : south blvd to Greenleaf,Heading north,NU to Bahai,Lee to Hamilton 400m,Lake Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stella Olson Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
irving park northside swing,Fremont to Knott SPRINT SB,Eliot's Edge SB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hollywood to Balmoral Run,Foster to Lawrence,LSP - Lawrence To Wilson,Foster to Addison on LFP,SkatePark > Dog Beach > SkatePark,Lake Shore (Irving to Roscoe),Bryn Mawr to Belmont - Lake Shore Path,Downhill Belmont Harbor,Diversey Bridge to Belmont Harbor,Lake Front - South Lagoon,Roscoe to Castaway,Kudos to Electrolytes,Lake Front Sandy Path,New Fullerton Path,N. Ave Bridge to Belmont Sign,Div to Belmont Sprint.,"Lakeshore pedestrian path, Barry to Addison",Recreation Drive Sprint,Belmont to Second Flagpole,Brooks Best Fest Chicago,Lawrence to Wilson LFP Run,,,,,,,,,,,,,,,,,,,,
Custer/South Blvd Saunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak St. to Division Underpass,N Dearborn Pkwy Climb,Kudos to Cooler Temps,Underpass to Volleyball Shack,Lake Front Sandy Path,N. Ave Bridge to Belmont Sign,Div to Belmont Sprint.,Weav Run RACE THIS 5K CHALLENGE!,"Lakeshore pedestrian path, Barry to Addison",Belmont Harbor to Irving Park Rd,Tennis Court Tree Lines,Irving Park to Montrose,LFT 1.5/16.5-2.5/15.5,Lakefront Trail (Montrose to Lawrence),Diversey Harbor to Bryn Mawr (via LSP),Foster to Hollywood Run,Lawrence to Bryn Mawr,MT ARDMORE,Recreation Drive Sprint,Lawrence to Foster,Wilson to Lawrence,Lake Shore Curve North,Montrose to Wilson LFP,,,,,,,,,,,,,,,,,,
Granville to Beach!,Hollywood to Balmoral Run,Foster to Lawrence,LSP - Lawrence To Wilson,Foster to Addison on LFP,SkatePark > Dog Beach > SkatePark,Lake Shore (Irving to Roscoe),Bryn Mawr to Belmont - Lake Shore Path,Downhill Belmont Harbor,Diversey Bridge to Belmont Harbor,Lake Front - South Lagoon,Roscoe to Castaway,Kudos to Electrolytes,Belmont to Second Flagpole,Brooks Best Fest Chicago,Lawrence to Wilson LFP Run,,,,,,,,,,,,,,,,,,,,,,,,,
Gilsen Schnazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,Rounding Calvary Cemetery - South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depot-Liberty via Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Custer/South Blvd Saunter,Rounding Calvary Cemetery - South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Custer/South Blvd Saunter,Lee to Hamilton 400m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Rd to SPAC,Lakefill South,Northwestern - Lakefront Southbound,Stoplight Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MT ARDMORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Custer/South Blvd Saunter,Sheridan Road Climb,Lee to Hamilton 400m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwestern - Sheridan (running north),Sheridan Rd to SPAC,Lakefill South,Stoplight Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northwestern - Lakefront Southbound,Northwestern - Lakefront Northbound,Dawes Park 400m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakefill South,Northwestern - Lakefront Southbound,Northwestern - Lakefront Northbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton to Lee 400m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Custer/South Blvd Saunter,Lee to Hamilton 400m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asbury Avenue Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheridan Road Climb,Rounding Calvary Cemetery - South,Rounding Calvary Cemetery - North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,